COD_MARCA,MARCA,COD_PROD,PRODUCTO,CANAL,CIUDAD,DISTRITO,FECHA_FACT,FAMILIA,NRO_FACT,MALL,CANTIDAD,RETAILER,PRECIO_UNIT,COD_CLIENTE
385,PANASONIC,337,AUDIO HOME SYS.,HIPERMERCADO,ICA,CHINCHA,4/02/2018,ELECTRONICA,32310177,SIN MALL,1,PLAZA VEA,1199,106908
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,ANCASH,CHIMBOTE,3/02/2019,COMPUTO,31580608,MEGA PLAZA CHIMBOTE,-1,FALABELLA,2499,106460
417,LG,336,TV,ESPECIALISTA,UCAYALI,PUCALLPA,21/01/2018,ELECTRONICA,31097558,SIN MALL,1,CREDIVARGAS,2739,105332
416,INDURAMA,352,CONGELADORES,ESPECIALISTA,CAJAMARCA,JAEN,13/01/2019,LINEA BLANCA,31947715,SIN MALL,1,CURACAO,2830.82,106932
386,PHILIPS,361,LICUADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,10/02/2019,PEDS,31601404,MEGA PLAZA INDEPENDENCIA,0,FALABELLA,0,106589
448,SONY,336,TV,ESPECIALISTA,IQUITOS,IQUITOS,20/01/2019,ELECTRONICA,31097687,SIN MALL,3,CREDIVARGAS,1467.67,106926
387,PRACTIKA,361,LICUADORAS,HIPERMERCADO,CALLAO,CALLAO,4/02/2018,PEDS,32309808,SIN MALL,1,PLAZA VEA,99,105222
1096,KIOTO,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN BORJA,27/01/2019,LINEA BLANCA,32164625,LA RAMBLA SAN BORJA,1,OECHSLE,399,105633
388,RECCO,372,HERVIDORES,HIPERMERCADO,LAMBAYEQUE,CHICLAYO,13/01/2019,PEDS,31332570,SIN MALL,2,TOTTUS,39.9,106955
413,ELECTROLUX,352,CONGELADORES,ESPECIALISTA,JUNIN,HUANCAYO,10/02/2019,LINEA BLANCA,32067767,SIN MALL,1,TIENDAS EFE,2342.93,105515
388,RECCO,372,HERVIDORES,HIPERMERCADO,LAMBAYEQUE,CHICLAYO,27/01/2019,PEDS,31374693,OPEN PLAZA CHICLAYO,2,TOTTUS,69.9,105791
390,WURDEN,377,ASPIRADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURQUILLO,20/01/2019,PEDS,31545364,OPEN PLAZA ANGAMOS,1,FALABELLA,178.99,105443
419,SAMSUNG,346,REFRIGERADORES,HIPERMERCADO,CALLAO,CALLAO,4/02/2018,LINEA BLANCA,31382278,SIN MALL,2,TOTTUS,1024,106212
432,LENOVO,355,LAPTOPS,ESPECIALISTA,LAMBAYEQUE,MOTUPE,11/02/2018,COMPUTO,32051836,SIN MALL,1,TIENDAS EFE,1499.89,106118
416,INDURAMA,346,REFRIGERADORES,ESPECIALISTA,NORTE CHICO,BARRANCA,10/02/2019,LINEA BLANCA,31140997,SIN MALL,1,CARSA,1299,106719
419,SAMSUNG,1018,REPRODUCTORES DE VIDEO,ESPECIALISTA,AREQUIPA,AREQUIPA,13/01/2019,ELECTRONICA,31950322,SIN MALL,2,CURACAO,114.51,106637
432,LENOVO,355,LAPTOPS,ESPECIALISTA,TACNA,TACNA,27/01/2019,COMPUTO,32005694,SIN MALL,1,CURACAO,1499,106313
419,SAMSUNG,347,LAVADORAS,HIPERMERCADO,CALLAO,BELLAVISTA,17/02/2019,LINEA BLANCA,31441179,MALL AVENTURA PLAZA BELLAVISTA,1,TOTTUS,1799,105967
385,PANASONIC,337,AUDIO HOME SYS.,ESPECIALISTA,HUANUCO,HUANUCO,6/01/2019,ELECTRONICA,31922843,SIN MALL,1,CURACAO,411.82,105244
389,THOMAS,377,ASPIRADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,18/02/2018,PEDS,27897643,PLAZA NORTE,1,PARIS S.A,159,105938
431,HP,355,LAPTOPS,ESPECIALISTA,CUSCO,CUSCO,17/02/2019,COMPUTO,31146900,SIN MALL,1,CARSA,2514.51,105329
384,OSTER,372,HERVIDORES,HIPERMERCADO,LIMA METROPOLITANA,ATE,28/01/2018,PEDS,32283593,SIN MALL,3,PLAZA VEA,99.9,106797
432,LENOVO,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,CERCADO DE LIMA,4/02/2018,COMPUTO,31571615,SIN MALL,-1,FALABELLA,1419,106815
418,MABE,348,COCINAS,TIENDA DEPARTAMENTAL,ANCASH,CHIMBOTE,20/01/2019,LINEA BLANCA,31770699,MEGA PLAZA CHIMBOTE,1,RIPLEY,799,105063
904,SOLE,350,COCINAS EMPOTRABLES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN BORJA,27/01/2019,LINEA BLANCA,31785486,REAL PLAZA PRIMAVERA,1,RIPLEY,1139.62,106898
417,LG,347,LAVADORAS,HIPERMERCADO,CALLAO,BELLAVISTA,18/02/2018,LINEA BLANCA,31429980,MALL AVENTURA PLAZA BELLAVISTA,1,TOTTUS,1299,105777
448,SONY,336,TV,HIPERMERCADO,LIMA METROPOLITANA,SURCO,10/02/2019,ELECTRONICA,32340687,SIN MALL,1,PLAZA VEA,2899,105226
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,LIMA METROPOLITANA,COMAS,17/02/2019,ELECTRONICA,32438578,SIN MALL,2,GALLO MAS GALLO,1178.82,106912
384,OSTER,364,PLANCHAS,ESPECIALISTA,JUNIN,TARMA,7/01/2018,PEDS,31108907,SIN MALL,1,CARSA,54.89,106681
388,RECCO,361,LICUADORAS,HIPERMERCADO,TRUJILLO,TRUJILLO,4/02/2018,PEDS,31389791,SIN MALL,11,TOTTUS,99.9,105851
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,CERCADO DE LIMA,7/01/2018,COMPUTO,31504633,REAL PLAZA CENTRO CIVICO,7,FALABELLA,1984.71,105351
419,SAMSUNG,337,AUDIO HOME SYS.,ESPECIALISTA,NORTE CHICO,HUACHO,14/01/2018,ELECTRONICA,31116098,SIN MALL,1,CARSA,347.01,105358
448,SONY,336,TV,HIPERMERCADO,LIMA METROPOLITANA,COMAS,7/01/2018,ELECTRONICA,31160993,SIN MALL,1,METRO,1099,106611
419,SAMSUNG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LAMBAYEQUE,CHICLAYO,28/01/2018,LINEA BLANCA,32163366,REAL PLAZA CHICLAYO,9,OECHSLE,849,105950
413,ELECTROLUX,377,ASPIRADORAS,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,17/02/2019,PEDS,31622569,SIN MALL,4,FALABELLA,229,105474
384,OSTER,364,PLANCHAS,TIENDA DEPARTAMENTAL,CALLAO,BELLAVISTA,27/01/2019,PEDS,31787090,MALL AVENTURA PLAZA BELLAVISTA,2,RIPLEY,31.68,105740
417,LG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,CERCADO DE LIMA,28/01/2018,LINEA BLANCA,32161073,REAL PLAZA CENTRO CIVICO,1,OECHSLE,1449,105895
419,SAMSUNG,336,TV,ESPECIALISTA,NORTE CHICO,HUACHO,6/01/2019,ELECTRONICA,31666002,SIN MALL,2,ELEKTRA,800.75,105446
387,PRACTIKA,364,PLANCHAS,HIPERMERCADO,MOQUEGUA,ILO,13/01/2019,PEDS,32247040,SIN MALL,1,PLAZA VEA,49.9,106463
384,OSTER,372,HERVIDORES,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,7/01/2018,PEDS,31291405,OPEN PLAZA ATOCONGO,1,TOTTUS,89,106667
418,MABE,348,COCINAS,ESPECIALISTA,ANCASH,CHIMBOTE,28/01/2018,LINEA BLANCA,31125302,SIN MALL,2,CARSA,510,106602
419,SAMSUNG,349,MICROONDAS,HIPERMERCADO,LIMA METROPOLITANA,SURQUILLO,11/02/2018,LINEA BLANCA,31408012,OPEN PLAZA ANGAMOS,2,TOTTUS,379,106127
432,LENOVO,355,LAPTOPS,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE LURIGANCHO,6/01/2019,COMPUTO,31169658,SIN MALL,1,METRO,698.98,105174
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,ICA,ICA,20/01/2019,COMPUTO,32477051,SIN MALL,3,ESTILOS,1279.19,106647
412,DAEWOO,347,LAVADORAS,ESPECIALISTA,LAMBAYEQUE,CHICLAYO,7/01/2018,LINEA BLANCA,32447577,SIN MALL,1,GALLO MAS GALLO,1178.82,106005
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN MIGUEL,3/02/2019,COMPUTO,31800741,PLAZA SAN MIGUEL,2,RIPLEY,3724,106713
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,JESUS MARIA,27/01/2019,COMPUTO,31569057,REAL PLAZA SALAVERRY,2,FALABELLA,2299.01,106346
431,HP,355,LAPTOPS,TIENDA DEPARTAMENTAL,JUNIN,HUANCAYO,3/02/2019,COMPUTO,32486128,OPEN PLAZA HUANCAYO,1,ESTILOS,1999,105732
384,OSTER,364,PLANCHAS,ESPECIALISTA,ANCASH,HUARAZ,28/01/2018,PEDS,31990743,SIN MALL,3,CURACAO,99,105601
417,LG,1018,REPRODUCTORES DE VIDEO,ESPECIALISTA,APURIMAC,ABANCAY,28/01/2018,ELECTRONICA,32459475,SIN MALL,2,GALLO MAS GALLO,128.62,106127
417,LG,347,LAVADORAS,ESPECIALISTA,PIURA,MANCORA,10/02/2019,LINEA BLANCA,32057538,SIN MALL,1,CURACAO,1210.98,105286
427,ACER,355,LAPTOPS,HIPERMERCADO,LIMA METROPOLITANA,CERCADO DE LIMA,18/02/2018,COMPUTO,32358879,REAL PLAZA CENTRO CIVICO,2,PLAZA VEA,1459,105153
435,HYUNDAI,336,TV,ESPECIALISTA,IQUITOS,IQUITOS,3/02/2019,ELECTRONICA,32041281,SIN MALL,1,TIENDAS EFE,1513.75,105647
384,OSTER,349,MICROONDAS,ESPECIALISTA,LIMA METROPOLITANA,CHOSICA,6/01/2019,LINEA BLANCA,31931429,SIN MALL,1,TIENDAS EFE,219,105604
391,BLACKLINE,346,REFRIGERADORES,HIPERMERCADO,LIMA METROPOLITANA,LURIN,3/02/2019,LINEA BLANCA,32324163,SIN MALL,1,PLAZA VEA,299,106532
423,KLIMATIC,348,COCINAS,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,20/01/2019,LINEA BLANCA,31547206,SIN MALL,1,FALABELLA,1821.83,106184
419,SAMSUNG,336,TV,HIPERMERCADO,AREQUIPA,AREQUIPA,11/02/2018,ELECTRONICA,31412805,MALL AVENTURA PLAZA AREQUIPA,2,TOTTUS,1599,106537
419,SAMSUNG,336,TV,TIENDA DEPARTAMENTAL,AREQUIPA,AREQUIPA,13/01/2019,ELECTRONICA,32471876,SIN MALL,2,ESTILOS,1749,105272
419,SAMSUNG,1018,REPRODUCTORES DE VIDEO,HIPERMERCADO,LIMA METROPOLITANA,SURCO,27/01/2019,ELECTRONICA,32287507,SIN MALL,33,PLAZA VEA,54.45,106813
389,THOMAS,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,SURCO,4/02/2018,PEDS,31223216,SIN MALL,1,WONG,549,106427
384,OSTER,361,LICUADORAS,HIPERMERCADO,ANCASH,CHIMBOTE,11/02/2018,PEDS,32337484,SIN MALL,1,PLAZA VEA,143.95,105860
389,THOMAS,364,PLANCHAS,HIPERMERCADO,LIMA METROPOLITANA,MIRAFLORES,11/02/2018,PEDS,31238395,SIN MALL,3,WONG,149,105090
384,OSTER,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,COMAS,7/01/2018,PEDS,32197235,REAL PLAZA COMAS,3,PLAZA VEA,399.9,105896
417,LG,347,LAVADORAS,TIENDA DEPARTAMENTAL,HUANUCO,HUANUCO,11/02/2018,LINEA BLANCA,32173242,REAL PLAZA HUANUCO,1,OECHSLE,1449,106823
383,IMACO,372,HERVIDORES,HIPERMERCADO,LIMA METROPOLITANA,SANTA ANITA,10/02/2019,PEDS,31419909,MALL AVENTURA SANTA ANITA,1,TOTTUS,69.9,105679
387,PRACTIKA,364,PLANCHAS,HIPERMERCADO,CALLAO,CALLAO,27/01/2019,PEDS,31371435,SIN MALL,1,TOTTUS,49.9,106172
390,WURDEN,364,PLANCHAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,20/01/2019,PEDS,31545894,MALL DEL SUR,2,FALABELLA,79,106522
1274,IROBOT,377,ASPIRADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,20/01/2019,PEDS,31550184,JOCKEY PLAZA,-1,FALABELLA,3394.03,106354
419,SAMSUNG,336,TV,ESPECIALISTA,LA LIBERTAD,CHEPEN,21/01/2018,ELECTRONICA,32455368,SIN MALL,1,GALLO MAS GALLO,1060.82,106336
390,WURDEN,361,LICUADORAS,TIENDA DEPARTAMENTAL,ANCASH,CHIMBOTE,21/01/2018,PEDS,31532575,MEGA PLAZA CHIMBOTE,2,FALABELLA,139,106149
386,PHILIPS,337,AUDIO HOME SYS.,HIPERMERCADO,LIMA METROPOLITANA,SAN BORJA,13/01/2019,ELECTRONICA,32233735,SIN MALL,2,PLAZA VEA,999,106408
384,OSTER,364,PLANCHAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,MIRAFLORES,10/02/2019,PEDS,31605383,SIN MALL,1,FALABELLA,199,105717
389,THOMAS,361,LICUADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,28/01/2018,PEDS,27886602,PLAZA NORTE,2,PARIS S.A,89,106361
419,SAMSUNG,346,REFRIGERADORES,HIPERMERCADO,TRUJILLO,TRUJILLO,3/02/2019,LINEA BLANCA,32316995,SIN MALL,3,PLAZA VEA,1165.67,106634
419,SAMSUNG,346,REFRIGERADORES,ESPECIALISTA,ICA,ICA,11/02/2018,LINEA BLANCA,31894275,SIN MALL,1,MARCIMEX,1199,106481
390,WURDEN,377,ASPIRADORAS,TIENDA DEPARTAMENTAL,PIURA,PIURA,3/02/2019,PEDS,31581939,OPEN PLAZA PIURA,2,FALABELLA,136.5,105992
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,ANCASH,HUARAZ,27/01/2019,ELECTRONICA,32011222,SIN MALL,1,TIENDAS EFE,705.97,105964
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,CAJAMARCA,CAJAMARCA,3/02/2019,ELECTRONICA,32030542,SIN MALL,2,CURACAO,766.61,105092
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,ANCASH,CHIMBOTE,17/02/2019,LINEA BLANCA,32086334,SIN MALL,1,CURACAO,2422.85,105387
387,PRACTIKA,372,HERVIDORES,HIPERMERCADO,NORTE CHICO,HUARAL,14/01/2018,PEDS,32232078,SIN MALL,1,PLAZA VEA,49.9,106213
383,IMACO,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,4/02/2018,PEDS,31219895,SIN MALL,1,METRO,59.75,106568
417,LG,337,AUDIO HOME SYS.,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,28/01/2018,ELECTRONICA,31359054,OPEN PLAZA ATOCONGO,1,TOTTUS,799,105933
390,WURDEN,372,HERVIDORES,HIPERMERCADO,JUNIN,HUANCAYO,10/02/2019,PEDS,31422700,OPEN PLAZA HUANCAYO,1,TOTTUS,99.9,105924
415,COLDEX,352,CONGELADORES,ESPECIALISTA,JUNIN,HUANCAYO,13/01/2019,LINEA BLANCA,31957758,SIN MALL,2,TIENDAS EFE,1423.05,106332
418,MABE,348,COCINAS,ESPECIALISTA,ANCASH,HUARAZ,13/01/2019,LINEA BLANCA,31956011,SIN MALL,1,TIENDAS EFE,589,106831
419,SAMSUNG,337,AUDIO HOME SYS.,ESPECIALISTA,YURIMAGUAS,YURIMAGUAS,14/01/2018,ELECTRONICA,31937873,SIN MALL,1,CURACAO,0.01,106514
423,KLIMATIC,348,COCINAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SANTA ANITA,10/02/2019,LINEA BLANCA,31599704,MALL AVENTURA SANTA ANITA,1,FALABELLA,1099,106315
383,IMACO,372,HERVIDORES,HIPERMERCADO,PIURA,PIURA,3/02/2019,PEDS,31400655,OPEN PLAZA PIURA,1,TOTTUS,53.98,105861
416,INDURAMA,348,COCINAS,HIPERMERCADO,CUSCO,CUSCO,13/01/2019,LINEA BLANCA,31333444,SIN MALL,1,TOTTUS,1399,105613
417,LG,336,TV,ESPECIALISTA,ICA,ICA,11/02/2018,ELECTRONICA,31701017,SIN MALL,2,ELEKTRA,1634,105505
417,LG,336,TV,TIENDA DEPARTAMENTAL,VIRTUAL,ONLINE,14/01/2018,ELECTRONICA,31518121,SIN MALL,2,FALABELLA,1299,106444
383,IMACO,373,MINI HORNOS,TIENDA DEPARTAMENTAL,UCAYALI,PUCALLPA,3/02/2019,PEDS,31808675,REAL PLAZA PUCALLPA,1,RIPLEY,399.9,105224
430,ASUS,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,7/01/2018,COMPUTO,31726797,JOCKEY PLAZA,2,RIPLEY,1299,106057
383,IMACO,361,LICUADORAS,TIENDA DEPARTAMENTAL,NORTE CHICO,BARRANCA,6/01/2019,PEDS,32148208,MEGA PLAZA BARRANCA,1,OECHSLE,113.94,105282
431,HP,357,PC,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN MIGUEL,11/02/2018,COMPUTO,31597275,PLAZA SAN MIGUEL,1,FALABELLA,3499,106302
387,PRACTIKA,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,VILLA MARIA DEL TRIUNFO,3/02/2019,PEDS,31395688,SIN MALL,4,TOTTUS,65.75,106718
419,SAMSUNG,336,TV,HIPERMERCADO,LIMA METROPOLITANA,CHORRILLOS,17/02/2019,ELECTRONICA,31448647,SIN MALL,1,TOTTUS,1840.35,106477
430,ASUS,355,LAPTOPS,ESPECIALISTA,MOQUEGUA,MOQUEGUA,27/01/2019,COMPUTO,32011765,SIN MALL,1,TIENDAS EFE,1598.99,106313
448,SONY,337,AUDIO HOME SYS.,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,6/01/2019,ELECTRONICA,27879649,MEGA PLAZA INDEPENDENCIA,2,PARIS S.A,1599,105576
435,HYUNDAI,336,TV,HIPERMERCADO,ICA,ICA,20/01/2019,ELECTRONICA,32264226,SIN MALL,4,PLAZA VEA,561.5,105110
416,INDURAMA,346,REFRIGERADORES,ESPECIALISTA,SAN MARTIN,TARAPOTO,13/01/2019,LINEA BLANCA,31096368,SIN MALL,1,CREDIVARGAS,1899,105652
448,SONY,336,TV,HIPERMERCADO,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,27/01/2019,ELECTRONICA,31374301,MALL DEL SUR,1,TOTTUS,999,106402
417,LG,337,AUDIO HOME SYS.,ESPECIALISTA,AREQUIPA,AREQUIPA,18/02/2018,ELECTRONICA,32073903,SIN MALL,2,CURACAO,733.91,105579
433,AOC,336,TV,HIPERMERCADO,TUMBES,TUMBES,27/01/2019,ELECTRONICA,31215857,SIN MALL,1,METRO,998.85,105131
384,OSTER,361,LICUADORAS,HIPERMERCADO,CALLAO,VENTANILLA,10/02/2019,PEDS,32348424,SIN MALL,1,PLAZA VEA,399.9,106802
419,SAMSUNG,346,REFRIGERADORES,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,VILLA MARIA DEL TRIUNFO,13/01/2019,LINEA BLANCA,32154568,SIN MALL,1,OECHSLE,2399,106507
386,PHILIPS,361,LICUADORAS,TIENDA DEPARTAMENTAL,HUANUCO,HUANUCO,7/01/2018,PEDS,32145228,REAL PLAZA HUANUCO,2,OECHSLE,199,105072
419,SAMSUNG,349,MICROONDAS,ESPECIALISTA,LIMA METROPOLITANA,COMAS,4/02/2018,LINEA BLANCA,31130158,SIN MALL,1,CARSA,378.96,106680
433,AOC,336,TV,HIPERMERCADO,CUSCO,CUSCO,28/01/2018,ELECTRONICA,31368062,SIN MALL,1,TOTTUS,699,106699
385,PANASONIC,337,AUDIO HOME SYS.,TIENDA DEPARTAMENTAL,AREQUIPA,AREQUIPA,17/02/2019,ELECTRONICA,32495106,SIN MALL,1,ESTILOS,249,106391
432,LENOVO,355,LAPTOPS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,INDEPENDENCIA,14/01/2018,COMPUTO,31517184,PLAZA NORTE,1,FALABELLA,1399.28,106187
417,LG,336,TV,TIENDA DEPARTAMENTAL,UCAYALI,PUCALLPA,3/02/2019,ELECTRONICA,31808711,REAL PLAZA PUCALLPA,1,RIPLEY,2499.95,106288
413,ELECTROLUX,346,REFRIGERADORES,HIPERMERCADO,CAJAMARCA,CAJAMARCA,4/02/2018,LINEA BLANCA,31388360,OPEN PLAZA CAJAMARCA,1,TOTTUS,599,106021
419,SAMSUNG,346,REFRIGERADORES,HIPERMERCADO,LIMA METROPOLITANA,SANTA ANITA,10/02/2019,LINEA BLANCA,31419937,MALL AVENTURA SANTA ANITA,3,TOTTUS,1732.33,106519
383,IMACO,364,PLANCHAS,ESPECIALISTA,LIMA METROPOLITANA,ATE,6/01/2019,PEDS,32448696,SIN MALL,1,GALLO MAS GALLO,129.68,105248
432,LENOVO,355,LAPTOPS,TIENDA DEPARTAMENTAL,IQUITOS,IQUITOS,18/02/2018,COMPUTO,31610919,SIN MALL,1,FALABELLA,116.82,106650
417,LG,347,LAVADORAS,HIPERMERCADO,TRUJILLO,TRUJILLO,7/01/2018,LINEA BLANCA,31161717,SIN MALL,1,METRO,1049,105645
387,PRACTIKA,364,PLANCHAS,HIPERMERCADO,PIURA,PIURA,14/01/2018,PEDS,31322255,SIN MALL,1,TOTTUS,39.9,106763
388,RECCO,364,PLANCHAS,HIPERMERCADO,ICA,ICA,13/01/2019,PEDS,31334677,SIN MALL,2,TOTTUS,49.9,106638
383,IMACO,361,LICUADORAS,TIENDA DEPARTAMENTAL,ICA,ICA,4/02/2018,PEDS,31798308,EL QUINDE ICA,1,RIPLEY,144.95,105552
383,IMACO,364,PLANCHAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN BORJA,28/01/2018,PEDS,31777178,REAL PLAZA PRIMAVERA,1,RIPLEY,52.47,105569
419,SAMSUNG,347,LAVADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN JUAN DE MIRAFLORES,28/01/2018,LINEA BLANCA,27887137,MALL DEL SUR,1,PARIS S.A,1599,106287
384,OSTER,361,LICUADORAS,HIPERMERCADO,TRUJILLO,TRUJILLO,27/01/2019,PEDS,31375009,OPEN PLAZA TRUJILLO,1,TOTTUS,99,105960
384,OSTER,372,HERVIDORES,HIPERMERCADO,LIMA METROPOLITANA,BARRANCO,7/01/2018,PEDS,32194833,SIN MALL,2,PLAZA VEA,79.9,106902
435,HYUNDAI,336,TV,ESPECIALISTA,TUMBES,TUMBES,10/02/2019,ELECTRONICA,32057861,SIN MALL,2,CURACAO,499.01,106909
419,SAMSUNG,336,TV,HIPERMERCADO,ANCASH,CHIMBOTE,20/01/2019,ELECTRONICA,32265333,SIN MALL,1,PLAZA VEA,1299,106148
444,EPSON,360,MULTIFUNCIONAL,ESPECIALISTA,CUSCO,QUILLABAMBA,7/01/2018,COMPUTO,31912441,SIN MALL,1,CURACAO,824.82,106542
417,LG,347,LAVADORAS,HIPERMERCADO,TRUJILLO,TRUJILLO,20/01/2019,LINEA BLANCA,32260790,REAL PLAZA TRUJILLO,2,PLAZA VEA,1799,106809
385,PANASONIC,337,AUDIO HOME SYS.,ESPECIALISTA,TRUJILLO,TRUJILLO,6/01/2019,ELECTRONICA,31665768,SIN MALL,1,ELEKTRA,319,105458
413,ELECTROLUX,352,CONGELADORES,HIPERMERCADO,LIMA METROPOLITANA,INDEPENDENCIA,7/01/2018,LINEA BLANCA,32197699,SIN MALL,1,PLAZA VEA,1299,106031
444,EPSON,360,MULTIFUNCIONAL,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SAN MIGUEL,4/02/2018,COMPUTO,31577964,PLAZA SAN MIGUEL,3,FALABELLA,897,106733
383,IMACO,361,LICUADORAS,ESPECIALISTA,LAMBAYEQUE,LAMBAYEQUE,11/02/2018,PEDS,32045743,SIN MALL,1,CURACAO,96.74,105916
454,HISENSE,336,TV,ESPECIALISTA,LIMA METROPOLITANA,LURIN,6/01/2019,ELECTRONICA,31931790,SIN MALL,1,TIENDAS EFE,699,106897
448,SONY,337,AUDIO HOME SYS.,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,SURCO,20/01/2019,ELECTRONICA,27885107,JOCKEY PLAZA,1,PARIS S.A,799,106329
416,INDURAMA,348,COCINAS,ESPECIALISTA,APURIMAC,ANDAHUAYLAS,13/01/2019,LINEA BLANCA,31883607,SIN MALL,2,MARCIMEX,1296.82,105662
387,PRACTIKA,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,CHORRILLOS,17/02/2019,PEDS,31448450,SIN MALL,1,TOTTUS,89.9,106959
419,SAMSUNG,347,LAVADORAS,ESPECIALISTA,AREQUIPA,AREQUIPA,28/01/2018,LINEA BLANCA,31992479,SIN MALL,2,CURACAO,1090.73,105640
417,LG,347,LAVADORAS,HIPERMERCADO,MOQUEGUA,MOQUEGUA,17/02/2019,LINEA BLANCA,32374969,REAL PLAZA MOQUEGUA,1,PLAZA VEA,1299,105588
389,THOMAS,361,LICUADORAS,HIPERMERCADO,TRUJILLO,TRUJILLO,18/02/2018,PEDS,31433289,OPEN PLAZA TRUJILLO,6,TOTTUS,159,105227
448,SONY,336,TV,TIENDA DEPARTAMENTAL,ICA,ICA,28/01/2018,ELECTRONICA,32479290,SIN MALL,2,ESTILOS,1399,105142
387,PRACTIKA,372,HERVIDORES,HIPERMERCADO,LIMA METROPOLITANA,JESUS MARIA,17/02/2019,PEDS,32375560,SIN MALL,1,PLAZA VEA,67.96,106913
430,ASUS,355,LAPTOPS,TIENDA DEPARTAMENTAL,CAJAMARCA,CAJAMARCA,11/02/2018,COMPUTO,31589642,EL QUINDE CAJAMARCA,1,FALABELLA,879.1,106832
386,PHILIPS,364,PLANCHAS,HIPERMERCADO,PUNO,JULIACA,4/02/2018,PEDS,32305854,REAL PLAZA JULIACA,1,PLAZA VEA,89.9,106159
448,SONY,336,TV,TIENDA DEPARTAMENTAL,LAMBAYEQUE,CHICLAYO,21/01/2018,ELECTRONICA,31762373,SIN MALL,1,RIPLEY,2499.95,106638
419,SAMSUNG,347,LAVADORAS,TIENDA DEPARTAMENTAL,CAJAMARCA,JAEN,28/01/2018,LINEA BLANCA,32479387,SIN MALL,1,ESTILOS,989.01,105581
412,DAEWOO,349,MICROONDAS,TIENDA DEPARTAMENTAL,TRUJILLO,TRUJILLO,20/01/2019,LINEA BLANCA,31769909,MALL PLAZA TRUJILLO,-1,RIPLEY,239,105934
417,LG,347,LAVADORAS,ESPECIALISTA,CAJAMARCA,JAEN,18/02/2018,LINEA BLANCA,32077914,SIN MALL,1,TIENDAS EFE,1736.43,106393
384,OSTER,361,LICUADORAS,HIPERMERCADO,LIMA METROPOLITANA,LA VICTORIA,18/02/2018,PEDS,31247055,SIN MALL,3,METRO,129,105236
417,LG,347,LAVADORAS,TIENDA DEPARTAMENTAL,LIMA METROPOLITANA,CHORRILLOS,13/01/2019,LINEA BLANCA,31753186,PLAZA LIMA SUR,3,RIPLEY,1199,105131
